Date,Open,High,Low,Close,Volume
2018-03-15,42.857,43.273,42.755,42.892,94734448
2018-03-14,43.293,43.34,42.691,42.842,122327637
2018-03-13,43.835,44.058,43.031,43.206,132012650
2018-03-12,43.286,43.788,43.266,43.626,134151743
2018-03-09,42.728,43.213,42.585,43.208,134060439
2018-03-08,42.133,42.522,42.033,42.476,99025977
2018-03-07,42.0,42.219,41.837,42.023,132054019
2018-03-06,42.715,42.798,42.285,42.409,99085959
2018-03-05,42.068,42.673,41.899,42.446,118299839
2018-03-02,41.487,42.325,41.403,42.304,160171746
2018-03-01,42.867,43.158,41.453,42.016,203274215
2018-02-28,43.037,43.363,42.751,42.768,157373455
2018-02-27,42.997,43.333,42.778,42.83,162146816
2018-02-26,42.337,43.069,42.304,42.968,157701643
2018-02-23,41.692,42.172,41.662,42.138,140722021
2018-02-22,41.244,41.76,41.222,41.415,128937013
2018-02-21,41.494,41.799,41.053,41.067,155722219
2018-02-20,41.306,41.834,41.153,41.256,141180752
2018-02-16,41.383,41.97,41.236,41.398,167115564
2018-02-15,40.761,41.56,40.578,41.534,212080863
2018-02-14,39.14,40.224,39.105,40.183,168626307
2018-02-13,38.886,39.556,38.814,39.457,135307482
2018-02-12,38.049,39.345,37.816,39.06,253168824
2018-02-09,37.714,37.905,36.07,37.554,294070258
2018-02-08,38.326,38.493,37.075,37.099,226605736
2018-02-07,38.993,39.068,38.029,38.137,215315918
2018-02-06,37.022,39.142,36.821,38.982,285414133
2018-02-05,38.037,39.178,37.297,37.414,302146245
2018-02-02,39.693,39.88,38.281,38.376,359598295
2018-02-01,39.973,40.321,39.87,40.115,192066145
2018-01-31,39.897,40.28,39.805,40.035,134977060
2018-01-30,39.58,40.02,39.38,39.923,191146755
2018-01-29,40.687,40.687,39.947,40.161,211491689
2018-01-26,41.123,41.123,40.661,41.007,163490686
2018-01-25,41.722,41.829,40.773,40.917,173348035
2018-01-24,42.376,42.389,41.415,41.655,214879182
2018-01-23,42.389,42.907,42.277,42.33,136094153
2018-01-22,42.389,42.506,42.227,42.321,113185127
2018-01-19,42.708,42.939,42.414,42.673,131656878
2018-01-18,42.89,43.064,42.621,42.864,130029036
2018-01-17,42.12,42.862,41.859,42.824,143323049
2018-01-16,42.534,42.894,42.118,42.13,123451255
2018-01-12,42.128,42.404,42.0,42.337,105948751
2018-01-11,41.742,41.961,41.72,41.911,78015144
2018-01-10,41.405,41.675,41.369,41.672,100119053
2018-01-09,41.732,41.857,41.464,41.682,90057613
2018-01-08,41.688,41.99,41.59,41.698,85863480
2018-01-05,41.472,41.934,41.382,41.841,98686701
2018-01-04,41.254,41.48,41.143,41.376,93469082
2018-01-03,41.252,41.732,41.113,41.18,123237500
2018-01-02,40.687,41.196,40.47,41.187,106728817
2017-12-29,40.77,40.788,40.46,40.462,108512660
2017-12-28,40.889,41.087,40.761,40.909,68831467
2017-12-27,40.671,40.835,40.582,40.79,89836198
2017-12-26,40.839,40.997,40.575,40.783,138621448
2017-12-22,41.765,41.947,41.72,41.844,68341639
2017-12-21,41.643,42.09,41.627,41.844,87204411
2017-12-20,41.809,41.947,41.428,41.688,98103188
2017-12-19,41.849,41.939,41.624,41.728,114570789
2017-12-18,41.811,42.364,41.807,42.185,122907878
2017-12-15,41.517,41.643,41.234,41.6,167836621
2017-12-14,41.219,41.398,41.04,41.177,85497632
2017-12-13,41.244,41.497,41.123,41.19,97879608
2017-12-12,41.16,41.216,40.995,41.05,81106754
2017-12-11,40.455,41.342,40.355,41.286,143311302
2017-12-08,40.764,40.889,40.362,40.498,97427972
2017-12-07,40.412,40.751,40.385,40.485,107301785
2017-12-06,40.052,40.694,39.795,40.418,118778354
2017-12-05,40.42,41.01,40.27,40.565,114245482
2017-12-04,41.239,41.274,40.562,40.602,135983307
2017-12-01,40.634,41.045,40.294,40.902,166186103
2017-11-30,40.749,41.157,40.28,41.087,173523937
2017-11-29,41.276,41.349,39.97,40.525,173460989
2017-11-28,41.675,41.809,41.09,41.385,110426249
2017-11-27,41.854,41.861,41.448,41.624,86125103
2017-11-24,41.867,41.964,41.758,41.834,58663325
2017-11-22,41.453,41.841,41.382,41.831,106905572
2017-11-21,40.835,41.534,40.835,41.401,104769006
2017-11-20,40.714,40.78,40.545,40.641,67091023
2017-11-17,40.899,40.981,40.565,40.684,91534906
2017-11-16,40.932,41.093,40.717,40.915,98724760
2017-11-15,40.639,40.721,40.264,40.425,121284983
2017-11-14,41.379,41.482,40.932,40.968,103270868
2017-11-13,41.487,41.72,41.462,41.6,70926674
2017-11-10,41.869,41.937,41.668,41.762,105102501
2017-11-09,41.718,41.957,41.249,41.904,123515335
2017-11-08,41.614,41.99,41.537,41.99,102261371
2017-11-07,41.435,41.722,41.435,41.646,102151421
2017-11-06,41.063,41.69,40.915,41.517,145966399
2017-11-03,41.457,41.52,40.768,41.095,249314124
2017-11-02,39.94,40.145,39.378,40.054,173740579
2017-11-01,40.47,40.488,39.459,39.757,141187930
2017-10-31,40.003,40.415,39.77,40.277,151299502
2017-10-30,39.045,40.044,39.006,39.72,187622742
2017-10-27,37.95,38.977,37.813,38.854,186366225
2017-10-26,37.459,37.604,37.349,37.504,71071789
2017-10-25,37.382,37.539,36.992,37.261,88888400
2017-10-24,37.231,37.506,37.211,37.426,74033448
2017-10-23,37.376,37.574,37.047,37.206,92173321
2017-10-20,37.31,37.586,37.161,37.221,100364505
2017-10-19,37.342,37.422,36.934,37.166,177910454
2017-10-18,38.221,38.289,38.02,38.059,68233104
2017-10-17,38.064,38.326,37.935,38.234,79632748
2017-10-16,37.622,38.119,37.564,38.089,101139048
2017-10-13,37.337,37.472,37.261,37.399,68725842
2017-10-12,37.246,37.494,37.105,37.168,68756512
2017-10-11,37.164,37.396,37.109,37.295,70857105
2017-10-10,37.181,37.645,36.951,37.147,65493780
2017-10-09,37.125,37.337,37.045,37.132,68180150
2017-10-06,36.921,37.045,36.824,36.999,72973266
2017-10-05,36.731,37.035,36.699,37.022,89257179
2017-10-04,36.599,36.653,36.323,36.562,84432817
2017-10-03,36.689,36.949,36.665,36.801,68076835
2017-10-02,36.751,36.799,36.387,36.643,78416969
2017-09-29,36.507,36.719,36.212,36.717,110242468
2017-09-28,36.66,36.757,36.382,36.52,92274837
2017-09-27,36.641,36.861,36.577,36.744,106625672
2017-09-26,36.162,36.668,36.139,36.49,153731409
2017-09-25,35.735,36.174,35.537,35.872,186229437
2017-09-22,36.216,36.276,35.875,36.189,195524252
2017-09-21,37.122,37.122,36.394,36.542,156852890
2017-09-20,37.622,37.71,36.649,37.184,219095791
2017-09-19,37.998,38.061,37.753,37.819,86440681
2017-09-18,38.147,38.241,37.645,37.809,118193642
2017-09-15,37.761,38.351,37.645,38.089,205034649
2017-09-14,37.878,37.972,37.667,37.714,99223880
2017-09-13,38.087,38.109,37.624,38.031,188324705
2017-09-12,38.744,39.06,37.826,38.324,300558107
2017-09-11,38.241,38.605,38.091,38.473,132285921
2017-09-08,38.324,38.394,37.776,37.799,119309768
2017-09-07,38.615,38.653,38.207,38.421,91951591
2017-09-06,38.769,38.839,38.247,38.573,90713672
2017-09-05,39.013,39.128,38.254,38.613,123843055
2017-09-01,39.26,39.295,38.984,39.08,69573129
2017-08-31,38.987,39.192,38.953,39.07,112262079
2017-08-30,39.023,39.045,38.744,38.923,114263734
2017-08-29,38.144,38.872,38.119,38.819,123643553
2017-08-28,38.151,38.595,38.101,38.465,107862601
2017-08-25,38.031,38.254,37.945,38.084,106895528
2017-08-24,38.224,38.297,37.781,37.945,83120503
2017-08-23,37.898,38.234,37.851,38.114,81338256
2017-08-22,37.702,38.119,37.651,38.064,90530974
2017-08-21,37.526,37.619,36.954,37.454,110560629
2017-08-18,37.612,37.995,37.335,37.526,114999444
2017-08-17,38.247,38.289,37.606,37.612,115411140
2017-08-16,38.58,38.719,38.154,38.346,115944682
2017-08-15,38.277,38.64,38.151,38.497,123317694
2017-08-14,37.958,38.169,37.821,38.081,92656025
2017-08-11,37.307,37.786,37.184,37.522,110125294
2017-08-10,38.094,38.119,36.841,37.005,166458961
2017-08-09,37.801,38.274,37.766,38.224,109830160
2017-08-08,37.641,38.406,37.564,37.982,152257520
2017-08-07,37.271,37.72,37.181,37.692,91985226
2017-08-04,37.039,37.349,36.947,37.117,86471313
2017-08-03,37.268,37.307,36.789,36.919,112191128
2017-08-02,37.806,37.91,37.059,37.29,293855742
2017-08-01,35.383,35.648,35.22,35.609,143844837
2017-07-31,35.574,35.675,35.152,35.293,83069825
2017-07-28,35.571,35.65,35.406,35.482,72461368
2017-07-27,36.492,36.542,34.954,35.729,136670058
2017-07-26,36.394,36.53,36.323,36.422,66301309
2017-07-25,36.025,36.512,36.025,36.246,79345704
2017-07-24,35.735,36.176,35.574,36.095,90466599
2017-07-21,35.594,35.699,35.329,35.659,105855519
2017-07-20,35.952,36.01,35.64,35.677,72478978
2017-07-19,35.709,35.935,35.584,35.842,88113102
2017-07-18,35.409,35.627,35.28,35.617,75217642
2017-07-17,35.313,35.815,35.257,35.495,100164162
2017-07-14,35.114,35.44,34.962,35.369,84769711
2017-07-13,34.529,35.237,34.515,35.067,105688018
2017-07-12,34.618,34.691,34.367,34.587,104769325
2017-07-11,34.345,34.614,34.266,34.537,83107623
2017-07-10,34.201,34.636,34.023,34.425,88829736
2017-07-07,33.912,34.349,33.912,34.219,78878280
2017-07-06,33.939,34.053,33.797,33.87,101597422
2017-07-05,34.099,34.359,33.87,34.196,90812163
2017-07-03,34.379,34.479,33.959,34.053,60163804
2017-06-30,34.28,34.399,34.121,34.179,96934458
2017-06-29,34.339,34.439,33.764,34.096,132542657
2017-06-28,34.29,34.676,33.973,34.608,92939531
2017-06-27,34.412,34.688,34.081,34.109,104212839
2017-06-26,34.925,35.19,34.499,34.606,108206610
2017-06-23,34.439,34.923,34.435,34.716,149267828
2017-06-22,34.595,34.821,34.437,34.562,80424827
2017-06-21,34.535,34.666,34.317,34.618,89609347
2017-06-20,34.857,34.857,34.395,34.412,104865012
2017-06-19,34.091,34.828,34.091,34.731,136806152
2017-06-16,34.121,34.292,33.745,33.762,211817624
2017-06-15,34.011,34.288,33.748,34.246,133418699
2017-06-14,35.002,35.002,34.133,34.445,132548858
2017-06-13,34.923,34.99,34.445,34.794,143675546
2017-06-12,34.587,34.671,33.817,34.509,304247298
2017-06-09,36.829,36.829,34.654,35.353,273005446
2017-06-08,36.844,36.914,36.641,36.781,89107452
2017-06-07,36.789,37.017,36.658,36.874,88575346
2017-06-06,36.522,36.976,36.5,36.653,112061407
2017-06-05,36.626,36.653,36.422,36.53,106544098
2017-06-02,36.452,36.894,36.282,36.894,116739718
2017-06-01,36.35,36.39,36.124,36.352,69040400
2017-05-31,36.537,36.583,36.162,36.249,103051533
2017-05-30,36.412,36.649,36.39,36.472,84777208
2017-05-26,36.544,36.601,36.384,36.457,92248221
2017-05-25,36.487,36.629,36.315,36.52,80985107
2017-05-24,36.512,36.583,36.229,36.392,80933971
2017-05-23,36.759,36.759,36.384,36.504,83892099
2017-05-22,36.544,36.682,36.286,36.542,96640659
2017-05-19,36.402,36.54,36.219,36.323,113302522
2017-05-18,35.897,36.392,35.869,36.202,141449310
2017-05-17,36.454,36.68,35.527,35.656,213554088
2017-05-16,37.007,37.037,36.714,36.897,84259862
2017-05-15,37.025,37.176,36.797,36.949,109200489
2017-05-12,36.709,37.125,36.701,37.045,136656686
2017-05-11,36.179,36.56,36.144,36.532,114781145
2017-05-10,36.308,36.384,35.947,36.219,109082269
2017-05-09,36.367,36.601,36.264,36.397,165151283
2017-05-08,35.222,36.324,35.222,36.162,205991332
2017-05-05,34.688,35.212,34.688,35.207,115628525
2017-05-04,34.628,34.781,34.457,34.631,98782363
2017-05-03,34.407,34.86,34.096,34.761,192982343
2017-05-02,34.873,34.997,34.706,34.865,188002709
2017-05-01,34.292,34.794,34.261,34.644,141859094
2017-04-28,34.053,34.103,33.857,33.949,88263929
2017-04-27,34.013,34.069,33.867,33.983,60115093
2017-04-26,34.143,34.176,33.884,33.956,84695210
2017-04-25,34.011,34.249,34.001,34.159,79004543
2017-04-24,33.914,34.021,33.837,33.946,72431276
2017-04-21,33.666,33.721,33.526,33.628,70365217
2017-04-20,33.376,33.777,33.361,33.666,94731410
2017-04-19,33.534,33.564,33.197,33.248,69895584
2017-04-18,33.421,33.574,33.351,33.371,59507398
2017-04-17,33.436,33.534,33.291,33.521,66112461
2017-04-13,33.541,33.653,33.336,33.336,72531345
2017-04-12,33.464,33.598,33.326,33.514,84115304
2017-04-11,33.782,33.877,33.101,33.471,128540606
2017-04-10,33.936,34.003,33.772,33.834,70601409
2017-04-07,33.969,34.073,33.857,33.874,70543076
2017-04-06,34.101,34.156,33.902,33.951,85881587
2017-04-05,34.083,34.377,33.989,34.039,114311093
2017-04-04,33.854,34.246,33.834,34.216,82211407
2017-04-03,33.963,34.059,33.81,33.961,84563150
2017-03-31,33.966,34.096,33.8,33.951,79515773
2017-03-30,34.076,34.151,33.914,34.016,79129393
2017-03-29,33.956,34.149,33.84,34.059,118696384
2017-03-28,33.301,34.043,33.236,33.986,138597616
2017-03-27,32.943,33.376,32.759,33.294,94015066
2017-03-24,33.441,33.498,33.172,33.241,90635834
2017-03-23,33.386,33.458,33.234,33.304,86088867
2017-03-22,33.051,33.464,33.034,33.424,109419010
2017-03-21,33.591,33.748,33.027,33.051,167258167
2017-03-20,33.185,33.441,33.143,33.434,91148242
2017-03-17,33.324,33.324,33.061,33.084,160533131
2017-03-16,33.258,33.328,33.15,33.251,81374045
2017-03-15,32.949,33.266,32.853,33.199,108706528
2017-03-14,32.923,33.007,32.809,32.846,64775404
2017-03-13,32.889,32.953,32.806,32.899,73714411
2017-03-10,32.911,32.933,32.763,32.883,78226967
2017-03-09,32.786,32.799,32.392,32.773,87224586
2017-03-08,32.836,33.041,32.806,32.849,76034513
2017-03-07,32.863,33.081,32.799,32.975,70607425
2017-03-06,32.936,33.037,32.753,32.931,80156960
2017-03-03,32.796,33.049,32.753,33.039,84540010
2017-03-02,33.087,33.156,32.791,32.839,108183339
2017-03-01,32.589,33.124,32.519,33.041,148093202
2017-02-28,32.399,32.479,32.31,32.376,89487720
2017-02-27,32.411,32.479,32.208,32.362,80973822
2017-02-24,32.119,32.301,31.975,32.301,89821235
2017-02-23,32.469,32.489,32.214,32.261,78733164
2017-02-22,32.246,32.409,32.168,32.406,74454920
2017-02-21,32.196,32.323,32.136,32.31,92801070
2017-02-17,31.93,32.101,31.93,32.079,89390205
2017-02-16,32.068,32.116,31.868,31.991,91130261
2017-02-15,32.031,32.206,31.817,32.028,142303958
2017-02-14,31.546,31.928,31.496,31.91,131419247
2017-02-13,31.453,31.623,31.378,31.506,93565828
2017-02-10,31.311,31.421,31.211,31.228,81751415
2017-02-09,31.112,31.305,30.98,31.301,101695632
2017-02-08,30.911,31.112,30.878,31.066,91206366
2017-02-07,30.72,31.079,30.7,30.948,153987933
2017-02-06,30.384,30.71,30.331,30.666,110977098
2017-02-03,30.195,30.399,30.163,30.371,104144395
2017-02-02,30.115,30.447,30.068,30.249,136521510
2017-02-01,29.891,30.708,29.885,30.296,468564608
2017-01-31,28.509,28.565,28.384,28.558,169599359
2017-01-30,28.457,28.618,28.394,28.618,126393354
2017-01-27,28.743,28.793,28.615,28.698,85496325
2017-01-26,28.628,28.813,28.615,28.695,107750760
2017-01-25,28.334,28.733,28.303,28.681,134590615
2017-01-24,28.133,28.263,28.123,28.23,96007016
2017-01-23,28.238,28.431,28.186,28.26,82700143
2017-01-20,28.341,28.341,28.178,28.238,120748751
2017-01-19,28.1,28.26,28.093,28.188,101321375
2017-01-18,28.238,28.354,28.17,28.236,95942212
2017-01-17,27.85,28.293,27.82,28.238,135664012
2017-01-13,28.03,28.15,27.958,28.013,107921096
2017-01-12,27.976,28.076,27.818,28.066,113336014
2017-01-11,27.94,28.22,27.909,28.18,112384968
2017-01-10,27.948,28.096,27.84,28.03,90027935
2017-01-09,27.755,28.108,27.752,28.0,134441591
2017-01-06,27.483,27.808,27.411,27.746,131404883
2017-01-05,27.28,27.501,27.253,27.445,92196955
2017-01-04,27.263,27.421,27.24,27.304,87202441
2017-01-03,27.25,27.378,26.998,27.334,117882492
2016-12-30,27.455,27.578,27.163,27.255,129977087
2016-12-29,27.405,27.561,27.393,27.475,62685025
2016-12-28,27.65,27.772,27.346,27.478,82053526
2016-12-27,27.423,27.719,27.415,27.593,74388704
2016-12-23,27.2,27.423,27.2,27.423,58545131
2016-12-22,27.383,27.421,27.213,27.368,106924645
2016-12-21,27.488,27.623,27.483,27.548,91963904
2016-12-20,27.475,27.644,27.463,27.523,80236234
2016-12-19,27.25,27.618,27.24,27.453,111775760
2016-12-16,27.411,27.418,27.215,27.293,164473940
2016-12-15,27.15,27.475,27.113,27.255,184405746
2016-12-14,27.065,27.346,27.051,27.103,137513550
2016-12-13,26.79,27.28,26.771,27.103,178204036
2016-12-12,26.662,27.056,26.47,26.665,110136961
2016-12-09,26.428,26.989,26.428,26.816,141775478
2016-12-08,26.087,26.455,26.027,26.385,109992488
2016-12-07,25.71,26.166,25.686,26.129,124555867
2016-12-06,25.767,25.967,25.694,25.87,107038512
2016-12-05,25.883,25.89,25.475,25.674,137251590
2016-12-02,25.688,25.903,25.614,25.857,101394141
2016-12-01,25.97,26.107,25.655,25.765,148233215
2016-11-30,26.263,26.402,25.945,26.007,140053645
2016-11-29,26.07,26.366,25.897,26.228,117583742
2016-11-28,26.221,26.465,26.212,26.255,106681281
2016-11-25,26.154,26.326,26.11,26.308,47025318
2016-11-23,26.204,26.241,25.96,26.176,105032352
2016-11-22,26.346,26.452,26.213,26.311,95201300
2016-11-21,25.91,26.356,25.885,26.293,116059466
2016-11-18,25.82,26.013,25.805,25.895,111673138
2016-11-17,25.843,25.965,25.609,25.87,112612636
2016-11-16,25.108,25.935,25.085,25.88,247068807
2016-11-15,25.078,25.34,24.985,25.202,137108834
2016-11-14,25.348,25.37,24.488,24.88,217471556
2016-11-11,25.205,25.617,25.072,25.518,143287982
2016-11-10,26.144,26.144,24.907,25.365,239367503
2016-11-09,25.855,26.196,25.428,26.093,236881246
2016-11-08,25.955,26.291,25.815,26.136,97616711
2016-11-07,25.9,26.005,25.757,25.98,134239277
2016-11-04,25.539,25.94,25.442,25.611,131042586
2016-11-03,26.117,26.228,25.78,25.845,114450760
2016-11-02,26.083,26.305,26.043,26.126,121014438
2016-11-01,26.56,26.638,25.875,26.103,187195050
2016-10-31,26.608,26.747,26.502,26.58,112846303
2016-10-28,26.662,26.976,26.56,26.625,148544047
2016-10-27,27.006,27.123,26.717,26.803,119707251
2016-10-26,26.767,27.083,26.53,27.056,274908463
2016-10-25,27.611,27.709,27.471,27.681,164667641
2016-10-24,27.418,27.565,27.393,27.545,97035071
2016-10-21,27.349,27.373,27.225,27.299,93351201
2016-10-20,27.362,27.483,27.237,27.408,100871888
2016-10-19,27.455,27.571,26.645,27.423,83415977
2016-10-18,27.663,27.671,27.498,27.503,94135595
2016-10-17,27.475,27.588,27.342,27.523,93990916
2016-10-14,27.598,27.661,27.425,27.541,147179192
2016-10-13,27.344,27.495,27.087,27.388,145571152
2016-10-12,27.478,27.618,27.334,27.475,157859952
2016-10-11,27.558,27.788,27.205,27.23,266001210
2016-10-10,26.93,27.334,26.856,27.17,151010331
2016-10-07,26.767,26.82,26.572,26.708,102341714
2016-10-06,26.62,26.774,26.485,26.668,119841665
2016-10-05,26.55,26.61,26.382,26.465,85407885
2016-10-04,26.468,26.767,26.369,26.452,125163961
2016-10-03,26.388,26.465,26.288,26.346,89040515
2016-09-30,26.331,26.542,26.176,26.465,142460787
2016-09-29,26.492,26.645,26.176,26.265,147982957
2016-09-28,26.618,26.836,26.555,26.68,123208920
2016-09-27,26.452,26.498,26.303,26.475,102069237
2016-09-26,26.139,26.548,26.117,26.425,122292299
2016-09-23,26.79,26.873,26.117,26.388,220835310
2016-09-22,26.777,26.91,26.692,26.83,126017202
2016-09-21,26.658,26.69,26.326,26.582,141879227
2016-09-20,26.465,26.721,26.343,26.588,144942991
2016-09-19,26.97,27.2,26.515,26.59,198113054
2016-09-16,26.953,27.187,26.702,26.906,300975493
2016-09-15,26.66,27.09,26.568,27.051,378277432
2016-09-14,25.455,26.46,25.428,26.169,454249363
2016-09-13,25.17,25.47,25.105,25.275,261589390
2016-09-12,24.032,24.75,24.004,24.687,174759254
2016-09-09,24.495,24.75,24.144,24.144,188051805
2016-09-08,25.108,25.112,24.638,24.703,212123843
2016-09-07,25.245,25.462,25.065,25.37,166066348
2016-09-06,25.262,25.355,25.17,25.212,99289814
2016-09-02,25.212,25.288,25.011,25.22,110048626
2016-09-01,24.853,25.007,24.725,24.991,104778018
2016-08-31,24.735,24.954,24.73,24.843,114032271
2016-08-30,24.77,24.94,24.697,24.815,95420563
2016-08-29,24.966,25.152,24.89,25.011,100046827
2016-08-26,25.148,25.275,24.893,25.033,114470852
2016-08-25,25.142,25.258,24.981,25.18,97835400
2016-08-24,25.418,25.46,25.208,25.292,96198642
2016-08-23,25.425,25.594,25.41,25.485,81095267
2016-08-22,25.488,25.53,25.25,25.405,104998611
2016-08-19,25.465,25.678,25.37,25.604,104798346
2016-08-18,25.574,25.657,25.525,25.537,80704267
2016-08-17,25.541,25.607,25.365,25.567,97102850
2016-08-16,25.664,25.807,25.569,25.609,140026146
2016-08-15,25.318,25.643,25.305,25.629,104571918
2016-08-12,25.232,25.39,25.232,25.328,76437451
2016-08-11,25.408,25.502,25.25,25.27,99677227
2016-08-10,25.452,25.495,25.228,25.288,95221483
2016-08-09,25.34,25.505,25.29,25.475,108858637
2016-08-08,25.17,25.372,25.088,25.372,109387166
2016-08-05,24.885,25.2,24.863,25.16,143034044
2016-08-04,24.717,24.817,24.648,24.787,107794064
2016-08-03,24.41,24.645,24.4,24.633,117551708
2016-08-02,24.693,24.697,24.22,24.329,134982278
2016-08-01,24.314,24.717,24.314,24.693,157904460
2016-07-29,24.263,24.347,24.142,24.268,106578724
2016-07-28,23.945,24.323,23.942,24.297,159542242
2016-07-27,24.278,24.3,23.925,23.971,385940984
2016-07-26,22.545,22.814,22.451,22.51,173746361
2016-07-25,22.879,23.015,22.569,22.666,163507957
2016-07-22,23.113,23.123,22.894,22.974,110855550
2016-07-21,23.246,23.521,23.083,23.153,129453187
2016-07-20,23.286,23.393,23.223,23.276,105898409
2016-07-19,23.183,23.286,23.132,23.256,94897745
2016-07-18,22.982,23.316,22.961,23.246,153625161
2016-07-15,23.033,23.123,22.937,23.0,126856424
2016-07-14,22.678,23.049,22.661,23.0,150802616
2016-07-13,22.683,22.744,22.55,22.557,93678717
2016-07-12,22.627,22.751,22.615,22.685,93214958
2016-07-11,22.528,22.739,22.526,22.583,97319851
2016-07-08,22.468,22.562,22.364,22.513,114030005
2016-07-07,22.284,22.47,22.267,22.339,101880222
2016-07-06,22.028,22.275,21.975,22.245,125926415
2016-07-05,22.213,22.215,21.996,22.132,116514892
2016-07-01,22.236,22.462,22.199,22.327,107080660
2016-06-30,21.992,22.301,21.959,22.262,145135798
2016-06-29,21.881,22.016,21.802,21.983,137776859
2016-06-28,21.632,21.809,21.456,21.793,165472351
2016-06-27,21.655,21.665,21.306,21.433,190258782
2016-06-24,21.634,22.041,21.575,21.748,271795572
2016-06-23,22.339,22.421,22.18,22.376,131236370
2016-06-22,22.412,22.562,22.204,22.253,112418208
2016-06-21,22.108,22.435,22.046,22.332,137124187
2016-06-20,22.353,22.486,22.129,22.146,143674823
2016-06-17,22.498,22.506,22.192,22.199,234541780
2016-06-16,22.458,22.762,22.369,22.715,131028451
2016-06-15,22.778,22.916,22.594,22.62,111705493
2016-06-14,22.661,22.932,22.528,22.695,132495701
2016-06-13,22.98,23.081,22.61,22.666,152787623
2016-06-10,22.944,23.133,22.932,23.015,111635745
2016-06-09,22.937,23.283,22.928,23.204,110234159
2016-06-08,23.056,23.183,22.979,23.038,82117569
2016-06-07,23.111,23.256,23.043,23.059,88922813
2016-06-06,22.818,23.724,22.715,22.968,97861299
2016-06-03,22.771,22.884,22.693,22.801,108874275
2016-06-02,22.727,22.782,22.501,22.756,165918267
2016-06-01,23.056,23.179,22.898,22.928,120430589
2016-05-31,23.192,23.379,23.01,23.253,167484242
2016-05-27,23.155,23.395,23.109,23.367,148195962
2016-05-26,23.21,23.457,22.969,23.381,234236729
2016-05-25,22.977,23.224,22.846,23.192,148059627
2016-05-24,22.639,22.842,22.55,22.796,127302980
2016-05-23,22.323,22.631,22.278,22.454,155562431
2016-05-20,22.038,22.222,22.011,22.174,129325438
2016-05-19,22.038,22.038,21.788,21.935,127081331
2016-05-18,21.927,22.172,21.863,22.019,176595648
2016-05-17,22.016,22.052,21.657,21.769,188570036
2016-05-16,21.515,21.98,21.342,21.861,256463408
2016-05-13,20.958,21.346,20.958,21.076,182209348
2016-05-12,21.591,21.604,20.835,21.035,320466000
2016-05-11,21.766,21.788,21.531,21.543,104499987
2016-05-10,21.731,21.788,21.449,21.753,140075097
2016-05-09,21.655,21.834,21.561,21.607,133013561
2016-05-06,21.741,21.759,21.389,21.591,183784523
2016-05-05,21.888,21.905,21.583,21.71,148740817
2016-05-04,22.034,22.196,21.713,21.799,165674432
2016-05-03,21.802,22.16,21.681,22.029,241875305
2016-05-02,21.747,21.774,21.387,21.671,204633162
2016-04-29,21.753,21.923,21.412,21.695,289655726
2016-04-28,22.592,22.654,21.813,21.948,341779803
2016-04-27,22.219,22.847,22.146,22.638,470232127
2016-04-26,24.05,24.373,24.05,24.151,170604449
2016-04-25,24.302,24.452,24.19,24.321,115145723
2016-04-22,24.304,24.645,24.217,24.459,141365895
2016-04-21,24.747,24.747,24.424,24.522,126479272
2016-04-20,24.683,25.019,24.545,24.797,114107101
2016-04-19,24.974,25.0,24.583,24.743,133036641
2016-04-18,25.2,25.215,24.75,24.88,254395806
2016-04-15,25.943,25.99,25.398,25.428,190200170
2016-04-14,25.835,26.013,25.767,25.94,104700176
2016-04-13,25.643,26.0,25.643,25.927,137959522
2016-04-12,25.308,25.577,25.15,25.561,112970572
2016-04-11,25.22,25.601,25.185,25.232,114426208
2016-04-08,25.205,25.408,25.033,25.15,99499435
2016-04-07,25.448,25.557,25.026,25.12,127455056
2016-04-06,25.512,25.686,25.278,25.681,108674587
2016-04-05,25.348,25.627,25.325,25.418,107105324
2016-04-04,25.557,25.963,25.522,25.717,150319711
2016-04-01,25.175,25.458,25.041,25.455,108510701
2016-03-31,25.395,25.438,25.198,25.225,103479718
2016-03-30,25.148,25.557,25.135,25.358,191581131
2016-03-29,24.278,24.952,24.278,24.927,127952585
2016-03-28,24.529,24.573,24.316,24.347,79419141
2016-03-24,24.415,24.588,24.278,24.456,112910784
2016-03-23,24.645,24.783,24.507,24.561,111055228
2016-03-22,24.361,24.835,24.352,24.697,140180073
2016-03-21,24.515,24.92,24.334,24.509,153393868
2016-03-18,24.611,24.65,24.347,24.512,190994093
2016-03-17,24.424,24.643,24.292,24.483,148719056
2016-03-16,24.215,24.603,24.21,24.522,165495147
2016-03-15,24.062,24.343,24.035,24.208,173117769
2016-03-14,23.588,23.819,23.557,23.727,108344336
2016-03-11,23.662,23.671,23.495,23.667,109462554
2016-03-10,23.473,23.662,23.179,23.417,144799704
2016-03-09,23.45,23.514,23.206,23.405,104629518
2016-03-08,23.326,23.555,23.236,23.383,131464038
2016-03-07,23.698,23.799,23.367,23.579,140739148
2016-03-04,23.692,24.011,23.464,23.845,189121635
2016-03-03,23.278,23.543,23.248,23.495,150263410
2016-03-02,23.262,23.35,23.06,23.318,139868672
2016-03-01,22.6,23.323,22.547,23.267,211531315
2016-02-29,22.417,22.735,22.368,22.377,130211259
2016-02-26,22.496,22.687,22.352,22.429,118747847
