Date,Open,High,Low,Close,Volume
2021-01-26,142.73,143.41,140.5,142.29,98997112
2021-01-25,142.2,144.19,135.71,142.05,158583356
2021-01-22,135.45,138.99,134.19,138.21,115164977
2021-01-21,132.98,138.81,132.77,136.04,121272583
2021-01-20,127.87,131.68,127.76,131.22,104962597
2021-01-19,126.99,127.92,126.17,127.04,91316830
2021-01-15,127.99,129.43,126.22,126.36,112286512
2021-01-14,129.99,130.19,127.97,128.12,90777953
2021-01-13,127.97,130.64,127.7,130.08,89183259
2021-01-12,127.71,128.9,126.09,128.01,92518005
2021-01-11,128.4,129.38,127.71,128.19,101241187
2021-01-08,131.62,131.82,129.44,131.24,105806524
2021-01-07,127.57,130.82,127.07,130.11,110253683
2021-01-06,126.93,130.24,125.61,125.83,156044055
2021-01-05,128.1,130.93,127.64,130.2,98266981
2021-01-04,132.7,132.79,125.99,128.62,144185313
2020-12-31,133.26,133.91,130.91,131.88,99727619
2020-12-30,134.71,135.16,132.58,132.9,97046731
2020-12-29,137.2,137.94,133.52,134.04,121793556
2020-12-28,133.17,136.51,132.69,135.86,125253669
2020-12-24,130.51,132.64,130.29,131.16,55268697
2020-12-23,131.35,131.62,129.97,130.15,88767574
2020-12-22,130.8,133.58,128.86,131.07,170395844
2020-12-21,124.25,127.52,122.69,127.44,121999043
2020-12-18,128.17,128.31,125.35,125.89,193728474
2020-12-17,128.11,128.79,127.25,127.91,94941519
2020-12-16,126.63,127.58,125.79,127.02,98814026
2020-12-15,123.57,127.11,123.36,127.09,158543662
2020-12-14,121.85,122.6,120.79,121.03,79563476
2020-12-11,121.68,122.01,119.82,121.66,87475752
2020-12-10,119.77,123.12,119.42,122.49,81813110
2020-12-09,123.76,125.18,120.26,121.03,115584616
2020-12-08,123.6,124.21,122.34,123.61,82514295
2020-12-07,121.56,123.8,121.5,123.0,87152044
2020-12-04,121.85,122.11,120.77,121.5,78742880
2020-12-03,122.77,123.03,121.46,122.19,79454449
2020-12-02,121.27,122.62,120.15,122.33,89552888
2020-12-01,120.27,122.72,119.28,121.97,128956925
2020-11-30,116.26,120.23,116.1,118.32,170454554
2020-11-27,115.86,116.76,115.51,115.88,46979173
2020-11-25,114.83,116.04,114.46,115.32,76970836
2020-11-24,113.21,115.14,111.9,114.46,114576228
2020-11-23,116.47,116.89,113.06,113.15,128748161
2020-11-20,117.92,118.04,116.57,116.62,74058042
2020-11-19,116.86,118.33,116.1,117.91,74569863
2020-11-18,117.88,119.09,117.27,117.3,76792621
2020-11-17,118.82,119.93,118.23,118.66,74728839
2020-11-16,118.19,120.25,117.42,119.57,91745143
2020-11-13,118.71,118.94,117.14,118.53,82192179
2020-11-12,118.89,119.8,117.84,118.48,103987810
2020-11-11,116.48,118.9,115.73,118.76,112987229
2020-11-10,114.84,116.86,113.43,115.26,138874275
2020-11-09,119.77,121.24,115.34,115.61,155467869
2020-11-06,117.59,118.47,115.42,117.96,115163530
2020-11-05,117.02,118.68,115.96,118.09,127385614
2020-11-04,113.24,114.68,111.47,114.05,139327633
2020-11-03,108.8,110.61,107.88,109.58,108474752
2020-11-02,108.26,109.82,106.48,107.92,123837628
2020-10-30,110.18,111.11,106.87,108.01,192079130
2020-10-29,111.49,116.02,111.32,114.42,147283689
2020-10-28,114.15,114.52,110.22,110.32,145075026
2020-10-27,114.58,116.37,113.64,115.69,93005818
2020-10-26,113.11,115.64,112.0,114.15,112734349
2020-10-23,115.48,115.64,113.38,114.14,83225022
2020-10-22,116.54,117.11,113.69,114.84,102793725
2020-10-21,115.76,117.77,115.54,115.96,90656612
2020-10-20,115.29,118.05,114.72,116.59,125406757
2020-10-19,119.02,119.48,114.75,115.07,121592467
2020-10-16,120.33,120.59,117.88,118.09,116305494
2020-10-15,117.79,120.25,117.22,119.77,113448510
2020-10-14,120.05,122.07,118.68,120.24,152255799
2020-10-13,124.28,124.4,118.71,120.15,264403032
2020-10-12,119.12,124.19,118.35,123.42,242124718
2020-10-09,114.38,116.09,114.02,116.06,101300935
2020-10-08,115.34,115.49,113.69,114.07,84136677
2020-10-07,113.72,114.64,113.23,114.18,97614155
2020-10-06,114.79,115.21,111.37,112.28,162774152
2020-10-05,113.02,115.74,112.66,115.59,107083236
2020-10-02,112.01,114.46,111.34,112.14,145855306
2020-10-01,116.71,116.79,114.92,115.88,117037867
2020-09-30,112.9,116.35,112.73,114.9,143802411
2020-09-29,113.65,114.41,112.68,113.19,100851069
2020-09-28,114.11,114.42,111.9,114.06,138760105
2020-09-25,107.58,111.56,106.82,111.4,151166393
2020-09-24,104.34,109.39,104.17,107.37,169068630
2020-09-23,110.74,111.23,105.94,106.28,151909448
2020-09-22,111.8,111.98,108.31,110.93,184501631
2020-09-21,103.71,109.33,102.3,109.22,197260083
2020-09-18,109.54,110.0,105.26,106.01,289373198
2020-09-17,108.86,111.32,107.86,109.48,179417370
2020-09-16,114.33,115.09,111.16,111.25,156251487
2020-09-15,117.4,117.89,112.72,114.63,186100832
2020-09-14,113.82,115.02,111.92,114.46,141257364
2020-09-11,113.67,114.33,109.14,111.12,182289239
2020-09-10,119.42,119.56,111.62,112.6,183714477
2020-09-09,116.35,118.2,114.36,116.41,178338400
2020-09-08,113.06,118.06,111.8,111.94,233194511
2020-09-04,119.13,122.74,110.01,120.01,335234977
2020-09-03,125.92,127.83,119.56,119.93,259634846
2020-09-02,136.52,136.89,126.01,130.36,201700061
2020-09-01,131.72,133.74,129.52,133.13,153674755
2020-08-31,126.58,129.96,125.01,128.03,227485886
2020-08-28,125.02,125.45,123.6,123.83,189112314
2020-08-27,126.15,126.48,122.87,124.02,156781349
2020-08-26,125.19,126.0,124.09,125.53,164310250
2020-08-25,123.72,124.19,122.09,123.84,213166742
2020-08-24,127.69,127.77,122.98,124.87,348670902
2020-08-21,118.32,123.88,118.31,123.39,340725493
2020-08-20,114.84,117.46,114.82,117.35,127909839
2020-08-19,115.07,116.25,114.7,114.8,146687852
2020-08-18,113.45,115.09,113.11,114.65,106468114
2020-08-17,115.15,115.18,113.06,113.71,120506058
2020-08-14,113.93,114.1,112.16,114.01,166873281
2020-08-13,113.53,115.13,113.04,114.11,211741850
2020-08-12,109.64,112.39,109.44,112.13,167255893
2020-08-11,111.09,111.6,108.26,108.53,189386928
2020-08-10,111.72,112.89,109.14,111.85,214081551
2020-08-07,112.32,112.79,109.43,110.23,199610301
2020-08-06,109.35,113.31,108.74,112.81,204396087
2020-08-05,108.33,109.34,107.85,109.0,123177461
2020-08-04,108.09,109.73,107.34,108.61,174471549
2020-08-03,107.15,110.56,106.85,107.89,311145982
2020-07-31,101.9,105.39,99.85,105.24,377932843
2020-07-30,93.281,95.372,92.865,95.266,159666715
2020-07-29,92.849,94.311,92.813,94.128,91207071
2020-07-28,93.461,93.639,92.35,92.355,104632526
2020-07-27,92.81,93.993,92.58,93.898,122392142
2020-07-24,90.11,92.075,88.288,91.723,187240946
2020-07-23,96.066,96.143,91.125,91.951,198918906
2020-07-22,95.761,97.031,95.671,96.336,89866563
2020-07-21,98.221,98.296,95.811,96.066,104653058
2020-07-20,95.488,97.553,95.138,97.411,91195610
2020-07-17,96.053,96.213,94.917,95.401,93082766
2020-07-16,95.632,96.468,94.98,95.594,111652258
2020-07-15,98.038,98.294,95.564,96.786,154686698
2020-07-14,93.928,96.318,92.974,96.123,172651026
2020-07-13,96.328,98.999,94.338,94.558,193511571
2020-07-10,94.415,95.056,93.793,94.996,91134434
2020-07-09,95.338,95.391,93.76,94.763,126863593
2020-07-08,93.273,94.455,93.183,94.423,118229770
2020-07-07,92.948,93.743,92.162,92.276,113516989
2020-07-06,91.608,93.038,91.577,92.563,119808739
2020-07-02,91.078,91.725,90.038,90.15,115149715
2020-07-01,90.4,90.956,90.103,90.15,111813374
2020-06-30,89.153,90.615,89.133,90.32,141585965
2020-06-29,87.461,89.67,86.975,89.575,131915686
2020-06-26,90.225,90.45,87.404,87.557,207251515
2020-06-25,89.307,90.37,88.532,90.33,138858945
2020-06-24,90.37,91.31,88.767,89.147,194495295
2020-06-23,90.123,92.2,89.695,90.751,214217188
2020-06-22,86.99,88.998,86.943,88.854,136761511
2020-06-19,87.806,88.283,85.457,86.588,267045962
2020-06-18,87.007,87.511,86.465,87.087,97761279
2020-06-17,87.933,87.995,86.928,87.052,115518299
2020-06-16,87.02,87.449,85.351,87.173,167036352
2020-06-15,82.51,85.589,82.344,84.922,140157855
2020-06-12,85.351,86.112,82.751,83.885,202091055
2020-06-11,86.487,86.922,83.063,83.168,203622194
2020-06-10,86.137,87.838,85.69,87.36,168271263
2020-06-09,82.236,85.572,82.203,85.169,149147820
2020-06-08,81.769,82.597,81.041,82.563,96584099
2020-06-05,80.06,82.139,80.03,82.077,138583990
2020-06-04,80.317,80.621,79.423,79.804,88411266
2020-06-03,80.384,80.764,79.799,80.496,105506654
2020-06-02,79.415,80.083,78.966,80.058,88494524
2020-06-01,78.673,79.811,78.539,79.688,81805945
2020-05-29,79.045,79.515,78.356,78.72,155090785
2020-05-28,78.43,80.083,78.148,78.798,135096636
2020-05-27,78.274,78.913,77.52,78.763,114042689
2020-05-26,80.098,80.281,78.363,78.42,126741629
2020-05-22,78.183,79.04,78.078,78.956,82597971
2020-05-21,78.9,79.451,78.208,78.45,103686768
2020-05-20,78.408,79.11,78.29,79.04,112588459
2020-05-19,77.999,78.866,77.5,77.533,102718139
2020-05-18,77.54,78.363,76.836,77.982,136688040
2020-05-15,74.363,76.237,74.33,76.189,167964938
2020-05-14,75.395,76.702,74.658,76.639,160473536
2020-05-13,77.287,78.228,75.071,76.174,202572190
2020-05-12,78.693,79.152,76.979,77.102,163878280
2020-05-11,76.286,78.499,76.071,77.994,147364536
2020-05-08,75.674,76.842,75.34,76.786,135350609
2020-05-07,74.874,75.355,74.563,74.999,116649623
2020-05-06,74.193,74.879,73.796,74.235,144105983
2020-05-05,72.858,74.324,72.711,73.478,149590862
2020-05-04,71.404,72.518,70.7,72.387,135231030
2020-05-01,70.684,73.828,70.584,71.378,243612668
2020-04-30,71.601,72.726,71.199,72.546,185343242
2020-04-29,70.306,71.528,70.099,71.046,138990130
2020-04-28,70.393,70.58,68.696,68.79,113399346
2020-04-27,69.582,70.26,69.125,69.923,118545457
2020-04-24,68.446,69.883,68.396,69.873,128083919
2020-04-23,68.121,69.57,67.873,67.913,126368418
2020-04-22,67.562,68.62,67.213,68.175,118514872
2020-04-21,68.22,68.458,65.54,66.269,183245135
2020-04-20,68.633,69.553,68.359,68.379,131633846
2020-04-17,70.296,70.853,68.361,69.83,217930037
2020-04-16,70.959,71.162,69.718,70.793,159081559
2020-04-15,69.73,70.704,69.295,70.233,132787597
2020-04-14,69.138,71.175,68.658,70.881,197422608
2020-04-13,66.255,67.585,65.639,67.473,132654316
2020-04-09,66.347,66.688,65.363,66.175,164135041
2020-04-08,64.877,66.021,64.502,65.698,170998237
2020-04-07,66.867,67.09,63.955,64.06,205413519
2020-04-06,61.952,64.968,61.579,64.811,204333192
2020-04-03,59.952,60.671,59.008,59.612,131497235
2020-04-02,59.346,60.534,58.495,60.48,168000050
2020-04-01,60.867,61.414,59.045,59.489,178412686
2020-03-31,63.112,64.816,62.227,62.789,199454920
2020-03-30,61.914,63.093,61.584,62.919,170067952
2020-03-27,62.412,63.18,61.002,61.175,206759358
2020-03-26,60.871,63.875,60.831,63.815,255705369
2020-03-25,61.917,63.767,60.322,60.627,307382256
2020-03-24,58.364,61.162,57.855,60.96,291111208
2020-03-23,56.317,56.422,52.5,55.403,340945816
2020-03-20,61.035,62.184,56.297,56.605,406694957
2020-03-19,61.087,62.435,59.907,60.442,275241969
2020-03-18,59.204,61.732,58.549,60.909,303971899
2020-03-17,61.117,63.611,58.868,62.439,328090753
2020-03-16,59.745,63.973,59.262,59.809,326438025
2020-03-13,65.406,69.118,62.462,68.638,375348197
2020-03-12,63.198,66.671,61.237,61.295,423684580
2020-03-11,68.493,69.442,67.129,68.013,259572121
2020-03-10,68.43,70.732,66.515,70.458,288842290
2020-03-09,65.127,68.668,64.942,65.722,290315155
2020-03-06,69.631,71.81,69.444,71.368,228993162
2020-03-05,72.972,73.966,71.956,72.327,189908388
2020-03-04,73.199,74.919,72.379,74.755,221907310
2020-03-03,74.982,75.064,70.572,71.441,323453268
2020-03-02,69.7,74.433,68.576,73.781,345648169
2020-02-28,63.527,68.748,63.305,67.499,432200157
2020-02-27,69.413,70.622,67.4,67.539,324597457
2020-02-26,70.753,73.558,70.746,72.263,201187952
2020-02-25,74.313,74.702,70.654,71.133,233545619
2020-02-24,73.403,75.108,71.418,73.629,224961914
2020-02-21,78.676,79.125,76.669,77.299,131320654
2020-02-20,79.665,80.165,78.574,79.093,101818128
2020-02-19,79.017,80.145,79.017,79.91,95154180
2020-02-18,77.869,78.956,77.686,78.77,154664254
2020-02-14,80.187,80.492,79.72,80.239,81111305
2020-02-13,80.05,80.551,79.843,80.219,95927292
2020-02-12,79.378,80.8,79.378,80.794,115146376
2020-02-11,79.906,79.98,78.698,78.923,95497558
2020-02-10,77.58,79.398,77.498,79.398,110710383
2020-02-07,79.601,79.856,78.521,79.025,119149358
2020-02-06,79.463,80.116,78.898,80.113,106991541
2020-02-05,79.695,80.003,78.569,79.184,120591942
2020-02-04,77.674,78.74,77.261,78.547,138645850
2020-02-03,74.963,77.227,74.449,76.037,176570003
2020-01-31,79.06,79.491,75.945,76.249,202553089
2020-01-30,78.966,79.836,78.521,79.782,128625890
2020-01-29,79.926,80.762,79.166,79.898,219817106
2020-01-28,77.006,78.435,76.906,78.261,164643780
2020-01-27,76.378,76.802,75.104,76.109,164345491
2020-01-24,78.893,79.648,78.218,78.412,148714200
2020-01-23,78.316,78.72,77.756,78.638,106023807
2020-01-22,78.479,78.828,78.168,78.263,103345086
2020-01-21,78.138,78.587,77.842,77.984,112489736
2020-01-17,77.909,78.519,77.598,78.517,139863608
2020-01-16,77.251,77.768,76.882,77.656,110445572
2020-01-15,76.822,77.721,76.259,76.694,123734593
2020-01-14,78.016,78.231,76.902,77.026,165029307
2020-01-13,76.769,78.108,76.646,78.081,123900381
2020-01-10,76.51,77.023,75.935,76.445,142961572
2020-01-09,75.684,76.467,75.432,76.278,173018589
2020-01-08,73.203,74.995,73.201,74.688,134329923
2020-01-07,73.861,74.125,73.283,73.508,113167013
2020-01-06,72.369,73.891,72.119,73.851,120339951
2020-01-03,73.201,74.045,73.04,73.271,148712165
2020-01-02,72.975,74.05,72.716,73.988,137662377
2019-12-31,71.421,72.342,71.319,72.335,102490623
2019-12-30,71.305,72.103,70.26,71.812,146380989
2019-12-27,71.715,72.415,70.974,71.388,148545967
2019-12-26,70.164,71.434,70.135,71.416,94722440
2019-12-24,70.132,70.181,69.693,70.027,49198965
2019-12-23,69.105,70.022,69.065,69.963,100177802
2019-12-20,69.524,69.627,68.62,68.84,280232646
2019-12-19,68.855,69.265,68.718,68.981,99971035
2019-12-18,68.928,69.444,68.76,68.914,117823291
2019-12-17,68.871,69.413,68.68,69.075,116001063
2019-12-16,68.234,69.171,68.23,68.943,130230560
